,Unnamed: 0,Unnamed: 0.1,make_model,short_description,price,km,hp,Type,First Registration,Body Color,Body,Gearing Type,Displacement,Fuel,CO2 Emission,Emission Class,consumption_comb,consumption_city,consumption_country,door_number,First_Registration
12156,12156,12156,Opel Insignia,"1.5 Turbo ST Dynamic/Navi/Finan.1,99%",19490,29000,121.0,Used,2018.0,Silver,Station wagon,Manual,1.49,BENZINE,139,Euro 6,6.1,7.5,5.3,4,2018
12157,12157,12157,Opel Insignia,1.6 CDTI Edition IntelliLink/AGR-Sitze/PDC v+h,19490,17865,100.0,Used,2018.0,Black,Station wagon,Manual,1.598,DIESEL,132,Euro 6,5.0,6.0,4.5,5,2018
12158,12158,12158,Opel Insignia,Sports Tourer Edition*Apple CarPlay,19489,17950,103.0,Used,2018.0,Red,Station wagon,Manual,1.49,BENZINE,136,Euro 6,6.0,7.6,5.0,4,2018
12159,12159,12159,Opel Insignia,1.6 CDTI GS Innovation *Matrix*Bose*,19490,18900,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12160,12160,12160,Opel Insignia,B GS Inno. 2.0 CDTI*Navi*PDC*Kamera*,19480,26127,125.0,Used,2018.0,Black,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12161,12161,12161,Opel Insignia,"Grand Sport Edition,Navi,PDC,USB,BT,BC",19450,13314,103.0,Used,2018.0,Black,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,4,2018
12162,12162,12162,Opel Insignia,B ST 1.5 DiTurbo Innov./AGR/Navi/Matrix,19450,29798,122.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,130,Euro 6d-TEMP,5.7,7.3,4.8,4,2018
12163,12163,12163,Opel Insignia,GS Inno. 2.0 CDTI*LED*NAVI*KAMERA*,19480,23707,125.0,Used,2018.0,Grey,Sedans,Manual,1.956,DIESEL,150,Euro 6,5.7,7.5,4.6,4,2018
12164,12164,12164,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12165,12165,12165,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12166,12166,12166,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12167,12167,12167,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12168,12168,12168,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12169,12169,12169,Opel Insignia,"Sports Tourer Edition INTELLILUX LED,NA",19397,10600,125.0,Used,2018.0,Grey,Station wagon,Manual,1.956,DIESEL,139,Euro 6,5.3,6.9,4.3,4,2018
12170,12170,12170,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12171,12171,12171,Opel Insignia,"B ST Edition CDTi Navi 900, Freispr., Parkpilot v+",19325,29250,100.0,Used,2018.0,Black,Station wagon,Manual,1.598,DIESEL,118,Euro 6,4.5,5.3,4.0,5,2018
12172,12172,12172,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12173,12173,12173,Opel Insignia,GS 1.5 Turbo XFL Selective,19400,3095,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12174,12174,12174,Opel Insignia,1.6 CDTi GS Turbo D Business 1,19300,33023,100.0,Used,2018.0,White,Sedans,Manual,1.598,DIESEL,118,,4.3,5.1,3.9,5,2018
12175,12175,12175,Opel Insignia,Grand Sport INNOVATION Allwetterreifen,19290,24950,100.0,Used,2018.0,Silver,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12176,12176,12176,Opel Insignia,1.6 CDTI Innov. *Matrix*Navi*Kamera*,19290,20700,100.0,Used,2018.0,Silver,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12177,12177,12177,Opel Insignia,1.6 CDTI Innov. *Matrix*Navi*Kamera*,19290,24150,100.0,Used,2018.0,Grey,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12178,12178,12178,Opel Insignia,1.6 CDTI GS Innov *Matrix*Navi*Kamera*,19290,25100,100.0,Used,2018.0,Silver,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12179,12179,12179,Opel Insignia,B GS 2.0D INNOV. LED/NAVI/KAMERA,19880,13380,125.0,Used,2018.0,Black,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12180,12180,12180,Opel Insignia,B 1.5 DiTurbo ST Inn./LED/Navi/Matrix,19850,23233,121.0,Employee's car,2018.0,Silver,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12181,12181,12181,Opel Insignia,B ST 1.5 DiTurbo Innov./AGR/Navi/Matrix,19850,28669,121.0,Employee's car,2018.0,Silver,Station wagon,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,4,2018
12182,12182,12182,Opel Insignia,1.6 CDTI GS Innov. *Matrix*Kamera*,19290,24500,100.0,Used,2018.0,Grey,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12183,12183,12183,Opel Insignia,2.0 D GS Dynam. LED/Nav./Kam./PDC,19990,27392,125.0,Used,2018.0,Grey,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12184,12184,12184,Opel Insignia,"GS 1,5 Turbo | PDC | SHZ | Onstar | GRA",19980,12020,103.0,Used,2018.0,Blue,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12185,12185,12185,Opel Insignia,B GS Inno. 2.0 CDTI*LED*Navi*Kamera*,19980,22919,125.0,Used,2018.0,Grey,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12186,12186,12186,Opel Insignia,B GS Inno. 2.0 CDTI*Navi*Kamera*LED*,19980,24551,125.0,Used,2018.0,Silver,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12187,12187,12187,Opel Insignia,1.6 Diesel S/S GS Innovation Matrix-LED,19980,11690,100.0,Used,2018.0,Brown,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,4,2018
12188,12188,12188,Opel Insignia,"B ST INNOVATION, LED, Navi, PDC, SHZ",19980,32850,121.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,139,Euro 6,6.1,7.5,5.3,4,2018
12189,12189,12189,Opel Insignia,B 1.5 DiT ST Inno./S&S/Navi/Matrix/AGR,19450,29446,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,4,2018
12190,12190,12190,Opel Insignia,GS Inno. 2.0 CDTI*SCHIEBEDACH*LED*PDC,19980,24992,125.0,Used,2018.0,Silver,Sedans,Manual,1.956,DIESEL,136,,5.2,6.7,4.3,4,2018
12191,12191,12191,Opel Insignia,ST 1.6 CDTi 100 ecoTEC D Selective,19990,1501,74.0,Used,2018.0,White,Station wagon,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12192,12192,12192,Opel Insignia,B GS PARKASSIST/ACC,19990,14500,100.0,Used,2018.0,White,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12193,12193,12193,Opel Insignia,1.6 CDTi 100 ecoTEC D Selective,19800,22500,74.0,Used,2018.0,White,Other,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12194,12194,12194,Opel Insignia,1.6 CDTI Edition,19990,20800,100.0,Used,2018.0,Black,Station wagon,Manual,1.598,DIESEL,119,,4.5,5.2,4.0,5,2018
12195,12195,12195,Opel Insignia,"ST 1,5 Turbo Ecotec Direct Inj. Edition St./St.",19990,20066,103.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,132,Euro 6,5.8,7.6,4.8,5,2018
12196,12196,12196,Opel Insignia,B 1.5 DiTurbo Inno./S&S/Navi/Matrix/AGR,19990,26083,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,4,2018
12197,12197,12197,Opel Insignia,ST 1.6CDTI S,19200,3000,100.0,Demonstration,2018.0,White,Station wagon,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12198,12198,12198,Opel Insignia,B ST 1.5 DiTurbo Innov./AGR/Matrix/Navi,19850,29081,121.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.956,BENZINE,150,Euro 6,5.7,7.4,4.7,4,2018
12199,12199,12199,Opel Insignia,B 1.5 DiTurbo ST Dyn/LED/Park&Go/AGR,19800,28332,121.0,Employee's car,2018.0,Silver,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12200,12200,12200,Opel Insignia,B 1.5 DiTurbo ST Dyn/Matrix/Park&Go/AGR,19800,26637,121.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12201,12201,12201,Opel Insignia,1.6 CDTI 100KW TURBO D SELECTIVE GS 5P,19800,7765,100.0,Used,2018.0,Grey,Sedans,Manual,1.6,DIESEL,118,,4.3,,,5,2018
12202,12202,12202,Opel Insignia,1.6 CDTI 100KW TURBO D SELECTIVE GS 5P,19800,7765,100.0,Used,2018.0,Grey,Sedans,Manual,1.6,DIESEL,118,,4.3,,,5,2018
12203,12203,12203,Opel Insignia,1.6 CDTI 100KW TURBO D SELECTIVE GS 5P,19800,7765,100.0,Used,2018.0,Grey,Sedans,Manual,1.6,DIESEL,118,,4.3,,,5,2018
12204,12204,12204,Opel Insignia,1.6 CDTI 100KW TURBO D SELECTIVE GS 5P,19800,7765,100.0,Used,2018.0,Grey,Sedans,Manual,1.6,DIESEL,118,,4.3,,,5,2018
12205,12205,12205,Opel Insignia,B 1.5 DiTurbo ST Dyn/Matrix/Park&Go/AGR,19800,26424,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12206,12206,12206,Opel Insignia,Grand Sport 1.6 CDTI Innov./Navi900/LED/RADAR/AGR,19790,4390,100.0,Employee's car,2018.0,Grey,Sedans,Manual,1.598,DIESEL,118,Euro 6c,4.5,5.3,4.0,5,2018
12207,12207,12207,Opel Insignia,SportsTourer *2xPDC*Keyless*Alu*AW,19777,5750,103.0,Used,2018.0,Red,Station wagon,Manual,1.49,BENZINE,132,Euro 6,5.8,7.4,4.9,4,2018
12208,12208,12208,Opel Insignia,"1.6 CDTI Edition Klima,BT,Radio R.40",19774,15000,100.0,Used,2018.0,Blue,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12209,12209,12209,Opel Insignia,GS Edition 1.5 Turbo 2xKamera/IntelliLink+Navi-Fun,19760,15511,103.0,Used,2018.0,Green,Sedans,Manual,1.49,BENZINE,133,,5.9,7.5,4.9,5,2018
12210,12210,12210,Opel Insignia,B 1.5 DiTurbo ST Dyn/Matrix/Park&Go/AGR,19750,28382,121.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12211,12211,12211,Opel Insignia,ST Inno AGR Navi LED Matrix!!!,19750,25681,121.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,133,Euro 6,5.8,7.5,4.9,4,2018
12212,12212,12212,Opel Insignia,"B ST, INNOVATION, Navi, LED, SHZ",19950,29800,121.0,Used,2018.0,Silver,Station wagon,Manual,1.49,BENZINE,139,Euro 6,6.1,7.5,5.3,4,2018
12213,12213,12213,Opel Insignia,1.6 CDTI Innov. *Leder*Kamera*Matrix*,19760,15400,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,,,,,,5,2018
12214,12214,12214,Opel Insignia,"GS Dynamic,LED,NAVI,SITZHEIZUNG,KAMERA",19950,23700,121.0,Used,2018.0,Grey,Sedans,Manual,1.49,BENZINE,136,Euro 6,6.0,7.3,5.2,4,2018
12215,12215,12215,Opel Insignia,GS Innov.1.5 Turbo/Bi-LED/Navi/ Bose/Klimaautomati,19950,15018,103.0,Used,2018.0,White,Sedans,Manual,1.49,BENZINE,"13,983",,5.9,7.5,4.9,5,2018
12216,12216,12216,Opel Insignia,B GS Inno. 1.5 Turbo *LED*Kamera*Navi*,19940,25133,121.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,4,2018
12217,12217,12217,Opel Insignia,Grand Sport 1.5 Turbo Innovation IntelliLux LEDER,19980,25000,103.0,Used,2018.0,Blue,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,5,2018
12218,12218,12218,Opel Insignia,GS 2.0 CDTI*LED*OPC-LINE*KAMERA*,19980,29947,125.0,Used,2018.0,Grey,Sedans,Manual,1.956,DIESEL,136,Euro 6,5.2,6.7,4.3,4,2018
12219,12219,12219,Opel Insignia,B Grand Sport 2.0 Diesel Innovation*OPC-LINE*AFL+*,19980,13250,125.0,Used,2018.0,Red,Sedans,Manual,1.956,DIESEL,144,Euro 6,5.5,6.9,4.6,5,2018
12220,12220,12220,Opel Insignia,B ST 1.5 INNOVATION NAVI*ELEKTR.HECKKL.*KEYLESS*,19980,29750,121.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,133,,5.8,7.3,4.9,5,2018
12221,12221,12221,Opel Insignia,B Sports Tourer 2.0 Diesel Innovation*EL. HECKKL.,19980,23200,125.0,Used,2018.0,Silver,Station wagon,Manual,1.956,DIESEL,148,Euro 6,5.6,7.3,4.7,5,2018
12222,12222,12222,Opel Insignia,1.6 Diesel S/S GS Innovation 2xKamera,19970,24722,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,4,2018
12223,12223,12223,Opel Insignia,"B 1,5 Turbo S/S Innovation ST",19970,29815,121.0,Used,2018.0,Grey,Station wagon,Manual,1.493,BENZINE,,,,,,4,2018
12224,12224,12224,Opel Insignia,1.5 Turbo Dynamic,19950,24906,121.0,Employee's car,2018.0,Grey,Sedans,Manual,1.49,BENZINE,142,Euro 6,6.0,7.3,5.2,4,2018
12225,12225,12225,Opel Insignia,B ST 1.5 INNOVATION NAVI*ELEKTR.HECKKL.*KEYLESS*,19980,27950,121.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,133,,5.8,7.3,4.9,5,2018
12226,12226,12226,Opel Insignia,INNOVATION GS,19950,24600,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,4,2018
12227,12227,12227,Opel Insignia,INNOVATION Grand Sport Sitzh.Lenkradh.AGR-Sitze,19990,16749,100.0,Employee's car,2018.0,Grey,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12228,12228,12228,Opel Insignia,GS 1.5 DIT Matrix-LED IntelliLux Navi 2xKamera,19990,13500,121.0,Used,2018.0,Black,Sedans,Manual,1.49,BENZINE,136,Euro 6,6.0,7.3,5.2,5,2018
12229,12229,12229,Opel Insignia,Sports Tourer 1.5 Turbo Innovation+LED+,19950,30435,103.0,Used,2018.0,White,Station wagon,Manual,1.5,BENZINE,132,Euro 6,5.8,7.4,4.9,4,2018
12230,12230,12230,Opel Insignia,1.6 CDTI INNOVATION,19990,13000,100.0,Used,2018.0,Grey,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12231,12231,12231,Opel Insignia,ST Edition 1.5 Turbo AGR-Sitze/Navi900/Kamera/Wint,19990,26803,103.0,Used,2018.0,Black,Station wagon,Manual,1.49,BENZINE,129,,5.7,7.3,4.7,5,2018
12232,12232,12232,Opel Insignia,"ST 1.5 DIT Edition Navi PDC vo/hi Alu ab 2,99%",19990,12500,103.0,Used,2018.0,Green,Station wagon,Manual,1.49,BENZINE,136,Euro 6,6.0,7.7,4.9,5,2018
12233,12233,12233,Opel Insignia,B ST 1.5 DiTurbo Innov/AGR/Navi/Matrix,19990,28699,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,4,2018
12234,12234,12234,Opel Insignia,1.5 Turbo INNOVATION,19990,24900,121.0,Used,2018.0,Black,Sedans,Manual,1.49,BENZINE,142,Euro 6,6.0,7.3,5.2,5,2018
12235,12235,12235,Opel Insignia,"Grand Sport,Klimaautomatik,Sitzheizung",19990,9826,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,129,Euro 6,5.7,7.3,4.7,5,2018
12236,12236,12236,Opel Insignia,GS Edition 1.5 T AHK Park-Assist./MF-Lenkrad/BC,19990,14970,103.0,Used,2018.0,Blue,Sedans,Manual,1.49,BENZINE,135,,5.7,7.3,4.7,5,2018
12237,12237,12237,Opel Insignia,ST INNOVATION Shz Navi AGR Voll-LED sensor Heckk,19990,29317,121.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,133,Euro 6,5.8,7.5,4.9,5,2018
12238,12238,12238,Opel Insignia,Gand Sport 1.5 Turbo Edition,19902,0,103.0,New,2019.0,Grey,Sedans,Manual,1.493,BENZINE,126,,5.5,7.0,4.6,5,2019
12239,12239,12239,Opel Insignia,1.6 CDTi 100 S&S TURBO D Selective,19900,15500,74.0,Used,2018.0,Grey,Other,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12240,12240,12240,Opel Insignia,Sports Tourer INNOVATION/Leder/VollLED,19935,22600,103.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,,,,,,5,2018
12241,12241,12241,Opel Insignia,B ST Innovation /AGR/LED-Matrix/Navi900,19750,27933,122.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.364,BENZINE,140,Euro 6,5.9,7.8,4.9,4,2018
12242,12242,12242,Opel Insignia,1 6 CDTi 100 S&S TURBO D Selective,19900,15500,74.0,Used,2018.0,Grey,Compact,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,5,2018
12243,12243,12243,Opel Insignia,1.6 CDTI Business Edition ST(E,19900,26700,100.0,Used,2018.0,Black,Station wagon,Manual,1.598,DIESEL,132,Euro 6,5.0,6.0,4.5,5,2018
12244,12244,12244,Opel Insignia,ST 1.6 CDTi 100 ecoTEC D Selective,19900,1501,74.0,Used,2018.0,White,Station wagon,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12245,12245,12245,Opel Insignia,Grand Sport 1.6 Diesel Edition,19900,14648,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,4,2018
12246,12246,12246,Opel Insignia,ST 2.0CDTI S&S EXCELLENCE 170CV,19900,26000,51.0,Used,2018.0,Grey,Station wagon,Manual,1.956,DIESEL,139,Euro 6d-TEMP,5.3,6.9,4.3,5,2018
12247,12247,12247,Opel Insignia,B 1.5 DiTurbo ST Dyn/LED/Park&Go/AGR,19900,28737,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12248,12248,12248,Opel Insignia,B 1.5 DiT ST Dyn/Matrix/AGR/Park&Go,19900,22409,121.0,Employee's car,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,141,Euro 6,6.2,7.7,5.3,4,2018
12249,12249,12249,Opel Insignia,1.5 Turbo Essence Grand Sport,19900,30000,121.0,Used,2018.0,White,Sedans,Manual,1.49,BENZINE,136,Euro 6,6.0,7.3,5.2,5,2018
12250,12250,12250,Opel Insignia,"ST Innovation 1,5 Turbo LED-Matrix AGR",19900,29500,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,139,Euro 6,6.1,7.5,5.3,4,2018
12251,12251,12251,Opel Insignia,ST INNOVATION Navi/LED/PDC/Leder/Sitzhz,19900,26500,103.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,136,Euro 6,6.0,7.6,5.0,4,2018
12252,12252,12252,Opel Insignia,1.6 CDTI 136 S&S Sports Tourer Innovation,19900,37500,100.0,Employee's car,2019.0,Grey,Station wagon,Manual,1.598,DIESEL,125,,5.0,6.0,4.4,5,2019
12253,12253,12253,Opel Insignia,"B ST INNOVATION, LED, Navi, PDC, SHZ",19950,27900,121.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,139,Euro 6,6.1,7.5,5.3,4,2018
12254,12254,12254,Opel Insignia,GS INNOVATION Shz Voll-LED Navi PDC Allwetter,19990,16643,121.0,Used,2018.0,Black,Sedans,Manual,1.49,BENZINE,130,Euro 6,5.7,7.3,4.8,5,2018
12255,12255,12255,Opel Insignia,Grand Sport 1.5 Turbo Start/Stop Edition,18999,24914,103.0,Used,2018.0,Blue,Sedans,Manual,1.49,BENZINE,129,Euro 6,5.7,7.3,4.7,5,2018
12256,12256,12256,Opel Insignia,Grand Sport 1.6 Diesel Innovation,18999,15500,81.0,Used,2018.0,Grey,Sedans,Manual,1.598,DIESEL,110,Euro 6,4.2,4.9,3.8,5,2018
12257,12257,12257,Opel Insignia,"Grand Sport Dynamic,PDC,NSW,Navi,AGR",18990,13093,121.0,Used,2018.0,Black,Sedans,Manual,1.49,BENZINE,136,Euro 6,6.0,7.3,5.2,4,2018
12258,12258,12258,Opel Insignia,1.5 ECO Turbo Topausstattung / 94,18990,15100,103.0,Used,2018.0,Silver,Sedans,Manual,1.49,BENZINE,129,Euro 6,5.7,7.3,4.7,4,2018
12259,12259,12259,Opel Insignia,"Grand Sport Edition,PDC,USB,NSW,Tempoma",18990,16185,103.0,Used,2018.0,White,Sedans,Manual,1.49,BENZINE,133,Euro 6,5.9,7.5,4.9,4,2018
12260,12260,12260,Opel Insignia,"1,6 CDTI Edition-Paket Navi Sportsitze",18990,16000,100.0,Used,2018.0,Grey,Sedans,Manual,1.598,DIESEL,114,Euro 6,4.3,5.1,3.9,4,2018
12261,12261,12261,Opel Insignia,ST 1.6 CDTi 100 ecoTEC D Selective,18990,21767,74.0,Used,2018.0,White,Station wagon,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12262,12262,12262,Opel Insignia,ST 1 6 CDTi 100 ecoTEC D Selective,18990,21767,74.0,Used,2018.0,White,Station wagon,Manual,1.598,DIESEL,119,Euro 6,4.5,5.3,4.1,5,2018
12263,12263,12263,Opel Insignia,Sports Tourer Edition 1.5 Turbo Keyless Temp PDCv+,18945,15974,103.0,Used,2018.0,Grey,Station wagon,Manual,1.49,BENZINE,132,Euro 6,5.8,7.6,4.8,5,2018
12264,12264,12264,Opel Insignia,GS Edition Sitzh/Parkp/Allwetter/BiColor,18925,14648,100.0,Used,2018.0,Black,Sedans,Manual,1.598,DIESEL,,Euro 6,4.3,5.1,3.9,5,2018
12265,12265,12265,Opel Insignia,B 1.5 Rau Edition,18990,23910,103.0,Used,2018.0,Black,Sedans,Manual,1.533,BENZINE,,,,,,4,2018
12266,12266,12266,Opel Insignia,ST INNO Keyless AGR LED-Matrix!,19900,28843,121.0,Employee's car,2018.0,Black,Station wagon,Manual,1.49,BENZINE,133,Euro 6,5.8,7.5,4.9,4,2018
12267,12267,12267,Opel Insignia,1.6 CDTI 136 S&S aut.Sports Tourer Innovation,27990,10,100.0,Pre-registered,2019.0,Black,Station wagon,Automatic,1.598,DIESEL,139,Euro 6,5.5,7.0,4.6,5,2019
12268,12268,12268,Opel Insignia,"ST 1,6 CDTI BlueInjection Innovation St./St. Aut.",27990,4086,100.0,Used,2019.0,Black,Station wagon,Automatic,1.598,DIESEL,142,,5.4,6.8,4.6,5,2019
12269,12269,12269,Opel Insignia,1.6CDTI S&S Excellence Automático,25500,12,100.0,Pre-registered,2019.0,White,Sedans,Automatic,1.598,DIESEL,141,Euro 6d-TEMP,5.1,6.1,4.5,5,2019
12270,12270,12270,Opel Insignia,Sports Tourer 1.6 CDTI Business Executive AT,25525,0,125.0,New,2019.0,Grey,Station wagon,Automatic,1.956,DIESEL,147,Euro 6d-TEMP,5.6,7.1,4.7,5,2019
12271,12271,12271,Opel Insignia,Edition 5d 1.5T A6 165PK S&S *,29430,0,121.0,New,2019.0,White,Sedans,Automatic,1.5,BENZINE,,Euro 6,,,,5,2019
12272,12272,12272,Opel Insignia,1.6 T SHT S&S Innovation Aut. 200,28001,0,147.0,New,2019.0,Grey,Sedans,Automatic,1.598,BENZINE,,,6.0,7.0,5.0,5,2019
12273,12273,12273,Opel Insignia,Sports Tourer 1.6 Turbo Innovation AT,29350,10,147.0,New,2019.0,White,Station wagon,Automatic,1.6,BENZINE,147,Euro 6d-TEMP,6.4,8.2,5.4,4,2019
12274,12274,12274,Opel Insignia,Country Tourer 2.0 CDTI Country Tourer AT,29315,0,125.0,New,2019.0,Grey,Station wagon,Automatic,1.598,DIESEL,151,Euro 6d-TEMP,5.8,7.2,4.9,5,2019
12275,12275,12275,Opel Insignia,"Grand Sport 1,6 CDTI Innovation Start/Stop Sy. Au",32990,5000,100.0,Demonstration,2019.0,Black,Sedans,Automatic,1.598,DIESEL,141,Euro 6,5.4,6.8,4.6,5,2019
12276,12276,12276,Opel Insignia,Sports Tourer 1.6 Turbo Innovation+OPC+,33450,10,147.0,New,2019.0,Grey,Station wagon,Automatic,1.6,BENZINE,147,Euro 6d-TEMP,6.4,8.2,5.4,4,2019
12277,12277,12277,Opel Insignia,"GS 2.0 Diesel Business Edi., PDC/Kamera",33450,10,125.0,New,2019.0,White,Sedans,Automatic,1.956,DIESEL,136,Euro 6d-TEMP,5.2,6.7,4.3,4,2019
12278,12278,12278,Opel Insignia,B ST 1.6 Turbo Aut. Navi PDC LED uvm.,33450,12500,147.0,Used,2019.0,Grey,Station wagon,Automatic,1.598,BENZINE,147,,6.4,8.2,5.4,5,2019
12279,12279,12279,Opel Insignia,GS Innovation Automatic Aktion!,35490,999,147.0,Demonstration,2019.0,White,Compact,Automatic,1.6,BENZINE,,,,,,5,2019
12280,12280,12280,Opel Insignia,"ST Innovation 1,5T Head Up, LED, Keyless...",33980,3500,121.0,Demonstration,2019.0,Black,Station wagon,Automatic,1.49,BENZINE,140,Euro 6d-TEMP,6.1,7.8,5.1,5,2019
12281,12281,12281,Opel Insignia,Sports Tourer Business INNOVATION 2.0 CDTI EU6d-T,33980,8000,125.0,Used,2019.0,Black,Station wagon,Automatic,1.956,DIESEL,145,Euro 6d-TEMP,5.5,7.3,4.5,5,2019
12282,12282,12282,Opel Insignia,CT Insignia Country Tourer 4x4 2.0 Biturbo Exclusi,37450,10,154.0,New,2019.0,Grey,Station wagon,Automatic,2.0,DIESEL,187,Euro 6d-TEMP,7.1,9.6,5.7,4,2019
12283,12283,12283,Opel Insignia,Country Tourer 4x4 2.0 Biturbo Exclusiv,37450,10,154.0,New,2019.0,Black,Station wagon,Automatic,2.0,DIESEL,187,Euro 6d-TEMP,7.1,9.6,5.7,4,2019
