,Unnamed: 0,Unnamed: 0.1,make_model,short_description,price,km,hp,Type,First Registration,Body Color,Body,Gearing Type,Displacement,Fuel,CO2 Emission,Emission Class,consumption_comb,consumption_city,consumption_country,door_number,First_Registration
0,0,0,Audi A1,Sportback 1.4 TDI S-tronic Xenon Navi Klima,15770,56013,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2016
1,1,1,Audi A1,1.8 TFSI sport,14500,80000,141.0,Used,2017.0,Red,Sedans,Automatic,1.798,BENZINE,129,Euro 6,5.6,7.1,4.7,3,2017
2,2,2,Audi A1,Sportback 1.6 TDI S tronic Einparkhilfe plus+music,14640,83450,85.0,Used,2016.0,Black,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,4,2016
3,3,3,Audi A1,1.4 TDi Design S tronic,14500,73000,66.0,Used,2016.0,Brown,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,3,2016
4,4,4,Audi A1,1.6 TDI Sport DSG *SHZ*Xenon*Navi*Bose*PDC*,15090,63668,85.0,Used,2016.0,White,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,4,2016
5,5,5,Audi A1,Sportback 1.6 TDI S-TRONIC S-LINE*NAVI|XENON*,16422,62111,85.0,Used,2016.0,White,Station wagon,Automatic,1.598,DIESEL,98,Euro 6,3.7,4.3,3.4,4,2016
6,6,6,Audi A1,Sportback 1.4 TDI admired S tronic,14480,14986,66.0,Used,2016.0,Red,Compact,Automatic,1.422,DIESEL,97,Euro 6,3.7,4.2,3.4,5,2016
7,7,7,Audi A1,SPB 1.6 TDI S-tronic Metal plus + Xeno,16700,57000,85.0,Used,2016.0,Grey,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
8,8,8,Audi A1,SPORTBACK TFSI ULTRA 95 S-TRONIC AMB.,17990,16103,70.0,Used,2017.0,White,Sedans,Automatic,0.999,BENZINE,,,,,,5,2017
9,9,9,Audi A1,SPORTBACK1.6 TDI 116 CV S tronic Metal plus,18500,11300,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,3,2018
10,10,10,Audi A1,Sportback Sport »1.4 TFSI|Xenon|Navi|EPH+|SHZ|S tr,17990,26415,92.0,Used,2016.0,Silver,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,4,2016
11,11,11,Audi A1,Sportback 1.4 TFSI S-tronic *S line*NAV*XEN*,18380,31600,92.0,Used,2016.0,White,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
12,12,12,Audi A1,1.4 TFSI 150ch COD Ambition Luxe S tronic 7,18399,45764,112.0,Used,2016.0,Grey,Sedans,Automatic,1.395,BENZINE,,,,,,3,2016
13,13,13,Audi A1,Sportback 1.0 TFSI S-TRonic*Navi*Xenon*APS* Sport,17990,34914,70.0,Used,2016.0,Black,Sedans,Automatic,0.999,BENZINE,99,Euro 6,4.2,5.0,3.7,5,2016
14,14,14,Audi A1,SPB 1.6 TDI 116 CV S tronic Sport,18700,27000,85.0,Employee's car,2016.0,Grey,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
15,15,15,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,9752,85.0,Used,2018.0,Blue,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
16,16,16,Audi A1,1.4 TDi S tronic*S-Line*Navigatie*Euro 6b*,18500,28408,66.0,Used,2017.0,White,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
17,17,17,Audi A1,1.0 TFSI 95pk Automaat Adrenalin,18400,50280,70.0,Used,2016.0,Black,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.5,5.5,3.9,5,2016
18,18,18,Audi A1,Sportback 1.6 TDI 116 CV S tronic Metal plus,18500,13406,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.6,3.3,5,2018
19,19,19,Audi A1,SPB 1.6 TDI 116 CV S tronic Admired S-Line,18500,51160,85.0,Used,2017.0,White,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2017
20,20,20,Audi A1,Sportback Sport 1.4 TFSI S tronic XENON NAVI,18500,15850,92.0,Used,2016.0,Black,Sedans,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,5,2016
21,21,21,Audi A1,1.4 TFSI S tronic,18900,17000,92.0,Used,2016.0,Grey,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,3,2016
22,22,22,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus,18850,9077,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2018
23,23,23,Audi A1,SPB 1.0 TFSI ultra S tronic!! 3.000KM! COME NUOVA!,18500,3000,70.0,Used,2018.0,White,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2018
24,24,24,Audi A1,1.0 TFSI ultra Sportback TÜV NEU,8999,115000,70.0,Used,2016.0,White,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,5,2016
25,25,25,Audi A1,1.0 TFSI *PDC*SHZ*Klimaautomatik*,11444,84029,70.0,Used,2016.0,Blue,Compact,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,2,2016
26,26,26,Audi A1,Sportback 1.0 TFSI Attraction,11300,67800,70.0,Used,2016.0,Black,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,5,2016
27,27,27,Audi A1,/S1 SPB 1.4 TDI S tronic Admired,18900,14556,66.0,Used,2018.0,White,Sedans,Automatic,1.422,DIESEL,99,Euro 6,4.3,3.8,3.5,5,2018
28,28,28,Audi A1,Sportback basis,11290,22000,70.0,Used,2016.0,Black,Compact,Manual,0.999,BENZINE,102,Euro 6,4.4,5.2,3.9,4,2016
29,29,29,Audi A1,Sportback 1.4TDI Attraction,11290,38400,66.0,Used,2016.0,Black,Compact,Manual,1.422,DIESEL,,,3.0,3.0,3.0,5,2016
30,30,30,Audi A1,1.4 TDI ultra Klimaautomatik Xenon,11440,83307,66.0,Used,2016.0,Black,Sedans,Manual,1.422,DIESEL,95,Euro 6,3.6,4.0,3.3,3,2016
31,31,31,Audi A1,1.0 TFSI ultra KLIMA LM ZV,11445,39668,70.0,Used,2016.0,Brown,Compact,Manual,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,3,2016
32,32,32,Audi A1,Sportback 1.4TDI Attraction,11700,30353,66.0,Used,2016.0,Black,Sedans,Manual,1.422,DIESEL,97,Euro 6,3.7,3.9,3.1,5,2016
33,33,33,Audi A1,SPB 1.4 TDI 90cv EURO6 NEOPATENTATI,11900,126000,66.0,Used,2016.0,White,Sedans,Manual,1.422,DIESEL,97,Euro 6,3.7,4.2,3.4,5,2016
34,34,34,Audi A1,1.0 TFSI ultra KLIMA FSE SHZ EU6,11949,57500,70.0,Used,2016.0,White,Compact,Manual,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,3,2016
35,35,35,Audi A1,1.0 TFSI ultra *GRA*Klima*,11890,73945,70.0,Used,2016.0,White,Sedans,Manual,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,3,2016
36,36,36,Audi A1,Sportback 1.4TDI Attraction,11600,96000,66.0,Used,2017.0,Red,Sedans,Manual,1.422,DIESEL,97,Euro 6,3.7,3.9,3.1,5,2017
37,37,37,Audi A1,1.0 TFSI ultra sport,11900,43120,60.0,Used,2016.0,Red,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,3,2016
38,38,38,Audi A1,"(€8950,-excl.VAT/Guarantee) SB 1.4 TDi Ultra Eur6",11630,110715,66.0,Used,2016.0,Silver,Compact,Manual,1.422,DIESEL,,Euro 6,,,,5,2016
39,39,39,Audi A1,3-Türer 1.0 TFSI 5-Gang GRA Sportlenkrad EURO 6,11880,31971,60.0,Used,2016.0,Black,Compact,Manual,0.999,BENZINE,102,Euro 6,4.4,5.2,3.9,3,2016
40,40,40,Audi A1,1.4 TDI ultra Sportback *1.Hand*Navi*Pdc*,11800,94800,66.0,Used,2016.0,Grey,Compact,Manual,1.422,DIESEL,91,Euro 6,3.4,3.9,3.1,4,2016
41,41,41,Audi A1,1.4 TDI ultra Sportback *1.Hand*Navi*Pdc*,11850,85000,66.0,Used,2016.0,Grey,Compact,Manual,1.422,DIESEL,91,Euro 6,3.4,3.9,3.1,4,2016
42,42,42,Audi A1,"(€8900,-excl.VAT/Guarantee) SB 1.4TDI Ultra Eur6 N",11569,111265,66.0,Used,2016.0,Black,Compact,Manual,1.422,DIESEL,,Euro 6,,,,5,2016
43,43,43,Audi A1,Sportback 1.0 TDI ultra,11490,44120,66.0,Used,2016.0,Black,Sedans,Manual,1.422,DIESEL,94,Euro 6,3.6,4.1,3.3,2,2016
44,44,44,Audi A1,1.0 TFSI Ultra*EURO6*Klimaautomatik*LM16*,11490,97976,70.0,Used,2016.0,Black,Sedans,Manual,0.999,BENZINE,99,Euro 6,4.2,5.0,3.7,3,2016
45,45,45,Audi A1,1.4 TDi,11500,106000,66.0,Used,2016.0,Grey,Sedans,Manual,1.422,DIESEL,97,Euro 6,3.7,4.2,3.4,5,2016
46,46,46,Audi A1,Sportback 1.6TDI Attraction,11790,60000,85.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,97,Euro 6,3.7,4.3,3.1,5,2016
47,47,47,Audi A1,SPORT KLIMA+SHZ+PDC+16-ZOLL-ALU+EURO 6,11490,58000,60.0,Used,2016.0,Black,Compact,Manual,0.999,BENZINE,102,Euro 6,4.4,5.2,3.9,2,2016
48,48,48,Audi A1,1.0 TFSI basis,11470,57454,60.0,Used,2016.0,Black,Compact,Manual,0.999,BENZINE,104,,4.4,5.2,3.9,3,2016
49,49,49,Audi A1,Sportback 1.4 TDI sport Navi Shz PDC,11480,94055,66.0,Used,2016.0,White,Compact,Manual,1.422,DIESEL,,Euro 6,,,,4,2016
50,50,50,Audi A1,1.0 TFSI ultra Sportback,11180,56000,70.0,Used,2016.0,Black,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,5,2016
51,51,51,Audi A1,1.0 TFSI ultra Sportback,11450,27600,70.0,Used,2016.0,White,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,5,2016
52,52,52,Audi A1,Sportback 1.6TDI Attraction,11100,111670,85.0,Used,2016.0,Black,Compact,Manual,1.598,DIESEL,,,3.0,4.0,3.0,5,2016
53,53,53,Audi A1,1.4 TDI ultra Klima Regensensor,10900,30500,66.0,Used,2016.0,Black,Compact,Manual,1.422,DIESEL,99,Euro 6,3.8,4.2,3.5,3,2016
54,54,54,Audi A1,"basis/ 169,-¤ Monatl. Finanzi. Rate",10999,69500,70.0,Used,2017.0,Black,Compact,Manual,0.999,BENZINE,102,Euro 5,4.4,5.2,3.9,2,2017
55,55,55,Audi A1,1.0 TFSI ultra *8Fach Bereift*Klima*RADIO CD*,10900,43500,60.0,Used,2016.0,White,Compact,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,2,2016
56,56,56,Audi A1,1.0 TFSI 5-Gang,10950,45696,70.0,Used,2016.0,Black,Sedans,Manual,0.999,BENZINE,102,Euro 6,4.4,5.2,3.9,3,2016
57,57,57,Audi A1,1.4 TDI (ultra) sport (RESERVIERT),10800,34000,66.0,Used,2016.0,Blue,Sedans,Manual,1.422,DIESEL,99,Euro 6,3.8,4.4,3.5,3,2016
58,58,58,Audi A1,1.0 TFSI Attraction,10600,55000,70.0,Used,2016.0,Red,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,3,2016
59,59,59,Audi A1,"SPB 1.4 TDI, Manuale, Navi, Pdc,",10800,99000,66.0,Used,2016.0,Black,Sedans,Manual,1.422,DIESEL,97,Euro 6,3.7,4.2,3.4,5,2016
60,60,60,Audi A1,1.0 TFSI Ultra Climatronic Media Paket Alufelgen,9950,118500,70.0,Used,2016.0,Black,Compact,Manual,0.999,BENZINE,102,,4.4,5.2,3.9,3,2016
61,61,61,Audi A1,1.0 TFSI ultra Sportback,10300,85000,70.0,Used,2016.0,Red,Sedans,Manual,0.999,BENZINE,97,Euro 6,4.2,5.0,3.7,5,2016
62,62,62,Audi A1,S-Line Sportback (8XF),10000,192000,85.0,Used,2016.0,Black,Sedans,Manual,1.598,DIESEL,102,Euro 6,3.9,4.7,3.4,5,2016
63,63,63,Audi A1,1.4 TDI ultra Sportback|1.Hand|SERVICE NEU|..,10490,130000,66.0,Used,2016.0,White,Compact,Manual,1.422,DIESEL,102,Euro 6,3.9,4.3,3.6,4,2016
64,64,64,Audi A1,Sportback 1.0 TFSI Adrenalin * AUTOMAAT * S-LINE *,18900,41294,71.0,Used,2016.0,Grey,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.4,5.4,3.8,5,2016
65,65,65,Audi A1,Sportback Dsl 1.6 TDi Sport S tronic,18900,64000,85.0,Used,2017.0,White,Sedans,Automatic,1.598,DIESEL,,,,,,5,2017
66,66,66,Audi A1,Sportback 1.0 TFSI S tronic,18900,13135,70.0,Used,2018.0,Grey,Sedans,Automatic,0.999,BENZINE,,,,,,5,2018
67,67,67,Audi A1,1.0 TFSI S LINE S TRONIC SPORTBACK Navi HALFLEDER,18900,4250,70.0,Used,2017.0,Silver,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2017
68,68,68,Audi A1,Sportback ultra 1.0 TFSI S tronic Design UPE 2712,18890,2949,70.0,Used,2018.0,Silver,Sedans,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2018
69,69,69,Audi A1,SPORTBACK 1.0 TFSI 95ch ultra Ambition S tronic 7,18890,17861,71.0,Used,2017.0,Yellow,Sedans,Automatic,0.999,BENZINE,,,,,,5,2017
70,70,70,Audi A1,1.4 TFSI* SPORTBACK SPORT*DSG AUT*XENON*1.HD*,18890,22800,92.0,Used,2017.0,Black,Compact,Automatic,1.395,BENZINE,117,Euro 6,5.1,6.3,4.4,4,2017
71,71,71,Audi A1,Sportback sport 1.0 TFSI ultra S tronic,18880,5108,70.0,Used,2017.0,Black,Sedans,Automatic,0.999,BENZINE,102,,4.4,5.4,3.8,5,2017
72,72,72,Audi A1,Sportback Sport 1.0TFSI ultra S tronic *Xenon*,18880,11335,70.0,Employee's car,2018.0,White,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2018
73,73,73,Audi A1,Sportback sport 1.0TFSI S tronic/Xenon/Navi/APS,18880,6396,70.0,Used,2018.0,Red,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2018
74,74,74,Audi A1,Sportback 1.6TDI S tronic PANO XENON NAVI,18880,47800,85.0,Used,2016.0,Grey,Compact,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,4,2016
75,75,75,Audi A1,Sportback 1.0 TFSI ultra Design S-Tronic,18880,7021,70.0,Used,2018.0,Blue,Compact,Automatic,0.929,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2018
76,76,76,Audi A1,Sportback 1.4 TFSI S-Tronic sport S-line Navi Xeno,18880,30952,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.4,5,2016
77,77,77,Audi A1,"Sportback 1,4 TFSI design S tronic NAVI-PLUS LEDER",18880,33991,92.0,Used,2016.0,White,Sedans,Automatic,1.395,BENZINE,,Euro 6,5.2,6.7,4.4,4,2016
78,78,78,Audi A1,Sportback sport 1.4TDI S-tronic Navi/Sitzhz,18870,35800,66.0,Used,2017.0,White,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
79,79,79,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus,18850,7672,85.0,Used,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2018
80,80,80,Audi A1,Sportback 1.6 TDI 116 CV S tronic Metal plus,18500,13406,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.6,3.3,5,2018
81,81,81,Audi A1,Sportback Sport 1.0TFSI Stronic Klimaautomatik Sit,18870,8430,70.0,Used,2018.0,Blue,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.6,5.6,4.0,5,2018
82,82,82,Audi A1,Sportback 1.6 TDI S-tronic BOSE+PANO+XENON,18497,40488,85.0,Used,2016.0,Red,Compact,Automatic,1.598,DIESEL,106,,4.0,4.8,3.5,5,2016
83,83,83,Audi A1,"1.4 TDI *Navi, S-Tronc, SHZ, Klimaauto, Xenon*",18490,24200,66.0,Used,2017.0,Grey,Compact,Automatic,1.422,DIESEL,108,Euro 6,4.1,4.6,3.8,5,2017
84,84,84,Audi A1,Sportback sport 1.4 TDI ultra S line NAVI,18490,26500,66.0,Used,2017.0,Brown,Compact,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.4,3.7,5,2017
85,85,85,Audi A1,Sportback 1.0 Tfsi 95pk Adrenalin S-Tronic | Navig,18490,58806,71.0,Used,2016.0,Black,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.4,5.4,3.8,5,2016
86,86,86,Audi A1,1.6 TDi Design S tronic,18500,39000,85.0,Used,2016.0,White,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,3,2016
87,87,87,Audi A1,"Sportback design, 1.4, Einparkhifle hinten",18490,16700,92.0,Used,2017.0,Red,Sedans,Automatic,1.395,BENZINE,117,Euro 6,5.1,6.3,4.4,5,2017
88,88,88,Audi A1,"1.4 TFSI S-Tronic S-Line Sport 2x, admired, Xenon",18490,41900,92.0,Used,2016.0,White,Sedans,Automatic,1.395,BENZINE,121,Euro 6,5.1,6.6,4.3,3,2016
89,89,89,Audi A1,"Sportback 1.4 TFSI S line S tronic,Navi",18480,15093,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,4,2016
90,90,90,Audi A1,Sportback 1.4 TDI Sport S tronic,18480,5211,66.0,Used,2018.0,Red,Sedans,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.5,3.7,5,2018
91,91,91,Audi A1,Sportback design 1.0TFSI Stronic SH EPH Klimaautom,18470,12000,70.0,Used,2018.0,White,Compact,Automatic,0.999,BENZINE,107,Euro 6,4.6,5.6,4.0,5,2018
92,92,92,Audi A1,1.4 TFSI S line S tronic *XENON*PDC*SHZ*,18444,50066,92.0,Used,2016.0,Grey,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,2,2016
93,93,93,Audi A1,Sportback 1.0 TFSI 95 pk Automaat Adrenalin S-Line,18400,51484,71.0,Used,2017.0,Red,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.4,5.4,3.8,5,2017
94,94,94,Audi A1,SPB 1.6 Tdi Metal Plus S-Tronic 116cv,18400,14770,85.0,Employee's car,2018.0,Black,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.6,3.3,5,2018
95,95,95,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18900,12415,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
96,96,96,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus,18900,26064,85.0,Used,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
97,97,97,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus PROMO,18900,16500,85.0,Employee's car,2018.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
98,98,98,Audi A1,1.4 TFSI Sportback S tronic,18900,9000,92.0,Used,2016.0,Black,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
99,99,99,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18900,12402,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
100,100,100,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18900,14702,85.0,Used,2018.0,White,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
101,101,101,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus,18900,14523,85.0,Employee's car,2018.0,White,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
102,102,102,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18900,9082,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
103,103,103,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,9580,85.0,Used,2018.0,Blue,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
104,104,104,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,10013,85.0,Used,2018.0,Blue,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
105,105,105,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18900,14878,85.0,Used,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
106,106,106,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,10273,85.0,Used,2018.0,Grey,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
107,107,107,Audi A1,Sportback 1.0 TFSI S-Line | Automaat | Stoelverwar,18900,47500,71.0,Used,2016.0,White,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.4,5.4,3.8,5,2016
108,108,108,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,9466,85.0,Used,2018.0,Blue,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
109,109,109,Audi A1,I SB 1.6 tdi Metal Plus s-tronic,18900,18971,85.0,Used,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2018
110,110,110,Audi A1,1.0 TFSI Adrenalin S tronic 70  (95 CV),18900,31877,51.0,Used,2018.0,White,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.5,5.4,3.8,5,2018
111,111,111,Audi A1,SPB 1.6 TDI 116 CV Design S-Line SPB 1.6 TDI 116 C,18900,9878,85.0,Used,2018.0,White,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
112,112,112,Audi A1,Sportback 1.0 TFSI sport XENON NAVI EU6,18900,17535,70.0,Used,2018.0,Black,Compact,Automatic,0.999,BENZINE,107,Euro 6,4.6,5.6,4.0,5,2018
113,113,113,Audi A1,Sportback 1.4 TFSI 125pk S-tronic Pro Line + Clima,18850,76264,92.0,Used,2016.0,Brown,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
114,114,114,Audi A1,Sportback sport 1.0 TFSI S tronic,18850,6695,70.0,Used,2018.0,Silver,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.6,5.6,4.0,5,2018
115,115,115,Audi A1,Sportback 1.4 TFSI S tronic sport Navi Panorama X,18850,21275,92.0,Used,2016.0,Brown,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,4,2016
116,116,116,Audi A1,Sportback 1.4 TDI Adrenalin S Tronic 66,18850,12261,66.0,Used,2018.0,Blue,Sedans,Automatic,1.422,DIESEL,101,Euro 6,3.9,4.0,3.3,5,2018
117,117,117,Audi A1,"Sportback 1.0 TFSI Design Navi+, PDC+, SHZ, Media",18840,3620,70.0,Used,2018.0,Silver,Sedans,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2018
118,118,118,Audi A1,Sportback 1.6 TDI Sport*Navi*APS*GRA* Sport,18800,8330,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,92,Euro 6,3.5,4.3,3.1,5,2018
119,119,119,Audi A1,"SPORTBACK 1,0 TFSI S-TRONIC ULTRA NAVI SITZHEIZUNG",18750,20306,70.0,Employee's car,2018.0,White,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2018
120,120,120,Audi A1,Sportback basis 30 TFSI 116 S tronic Euro6d-Temp (,18730,1,85.0,New,2019.0,Yellow,Compact,Automatic,0.999,BENZINE,108,Euro 6d-TEMP,4.8,5.8,4.2,5,2019
121,121,121,Audi A1,SPB 1.6 TDI 116 CV S tronic Sport,18700,27000,85.0,Employee's car,2016.0,Grey,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
122,122,122,Audi A1,Sportback 1.4 TFSI S-tronic 2xS-line Xenon/Te,18690,31750,92.0,Used,2016.0,Black,Sedans,Automatic,1.395,BENZINE,,,,,,4,2016
123,123,123,Audi A1,1.0 TFSI ultra Sportback S tronic,18600,19800,70.0,Used,2017.0,Red,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2017
124,124,124,Audi A1,"1.6 TDI Sportback S tronic,Xenon,PDC vo.u.hi",18500,52000,85.0,Used,2016.0,White,Sedans,Automatic,1.598,DIESEL,105,,4.0,4.6,3.6,5,2016
125,125,125,Audi A1,Sportback Sport 1.0 TFSI S tronic GRA Xenon EPH,18500,15500,70.0,Used,2018.0,Grey,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
126,126,126,Audi A1,Sportback sport 1.4 TFSI admired S line Xenon,18620,25977,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,113,,5.0,6.2,4.3,4,2016
127,127,127,Audi A1,Sportback Sport,18500,9000,70.0,Used,2017.0,Black,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2017
128,128,128,Audi A1,SPB 1.4 TDI S tronic Sport,18500,65000,66.0,Used,2017.0,Blue,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
129,129,129,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,18500,14493,85.0,Used,2018.0,White,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
130,130,130,Audi A1,1.4 TFSI S tronic sportback.toujour sur garantie.,18500,33500,92.0,Used,2017.0,Red,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2017
131,131,131,Audi A1,Sportback 1.0 TFSI Sport S tronic *PDC*SHZ*KLIMA*,18333,4800,70.0,Employee's car,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
132,132,132,Audi A1,1.0 TFSI 95pk Adrenalin S-line,18350,51000,70.0,Used,2016.0,Grey,Compact,Automatic,0.999,BENZINE,103,Euro 6,4.4,5.4,3.8,3,2016
133,133,133,Audi A1,Sportback sport 1.0 TFSI S-tronic/Navi/Klima,18349,7307,70.0,Used,2017.0,Black,Sedans,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2017
